transaction_id,transaction_date,customer_id,customer_gender,customer_age_group,customer_segment,product_id,product_name,category,brand,quantity,unit_price,discount_pct,sales_amount,payment_method,sales_channel,region
T0115819,2025-12-21,C023364,Other,25-34,Loyal,P1086,Running Shoes,Sports,Brand 2,1,165.97,0,165.97,Credit Card,Online,East
T0115820,2025-07-25,C018700,Female,18-24,VIP,P1114,Notebook,Books,Brand 3,4,405.02,0,1620.08,Cash,Online,North
T0115821,2024-06-21,C008999,Male,25-34,Loyal,P1095,Toy Car,Toys,Brand 2,2,386.63,0,773.26,Gift Card,In-Store,Central
T0115822,2024-05-04,C002587,Male,45-54,Loyal,P1072,Storage Box,Home,Brand 3,1,103.36,20,82.69,Debit Card,Mobile App,Central
T0115823,2024-01-20,C020104,Male,18-24,New,P1036,Bread,Groceries,Brand 3,4,405.16,10,1458.58,PayPal,In-Store,Central
T0115824,2025-01-13,C023757,Female,55+,VIP,P1049,Moisturizer,Beauty,Brand 1,2,275.62,0,551.24,Credit Card,In-Store,West
T0115825,2025-03-31,C016993,Male,25-34,New,P1065,Lamp,Home,Brand 2,1,144.06,0,144.06,Credit Card,In-Store,South
T0115826,2025-08-17,C021774,Female,25-34,Loyal,P1034,Bread,Groceries,Brand 1,1,474.7,0,474.7,Credit Card,Online,South
T0115827,2025-02-17,C000834,Male,18-24,New,P1003,Smartphone,Electronics,Brand 3,2,367.34,0,734.68,Debit Card,In-Store,Central
T0115828,2025-05-25,C015753,Male,45-54,Loyal,P1040,Coffee,Groceries,Brand 1,2,222.88,0,445.76,Credit Card,Online,South
T0115829,2024-03-10,C000638,Male,55+,VIP,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,PayPal,Online,Central
T0115830,2024-07-19,C002804,Female,18-24,VIP,P1011,Smartwatch,Electronics,Brand 2,1,15.19,15,12.91,Gift Card,Online,East
T0115831,2024-07-06,C008984,Male,35-44,Loyal,P1085,Running Shoes,Sports,Brand 1,2,158.94,10,286.09,Cash,Mobile App,East
T0115832,2025-07-28,C013406,Other,55+,Returning,P1068,Cookware Set,Home,Brand 2,1,402.09,0,402.09,Gift Card,In-Store,Central
T0115833,2025-09-08,C023715,Female,35-44,New,P1074,Towel,Home,Brand 2,2,408.65,0,817.3,Cash,In-Store,North
T0115834,2024-11-09,C014291,Female,45-54,VIP,P1057,Perfume,Beauty,Brand 3,1,48.8,0,48.8,PayPal,Online,North
T0115835,2024-09-18,C024253,Other,35-44,VIP,P1073,Towel,Home,Brand 1,1,7.73,0,7.73,Credit Card,In-Store,North
T0115836,2025-09-03,C015310,Male,45-54,Loyal,P1062,Bedsheet,Home,Brand 2,2,139.32,0,278.64,PayPal,In-Store,North
T0115837,2025-05-18,C017681,Male,25-34,Returning,P1075,Towel,Home,Brand 3,2,354.89,0,709.78,Credit Card,Online,East
T0115838,2024-10-13,C013903,Other,18-24,New,P1033,Milk,Groceries,Brand 3,5,37.2,0,186.0,Credit Card,Online,Central
T0115839,2024-03-21,C022979,Other,55+,VIP,P1111,Cookbook,Books,Brand 3,1,148.43,0,148.43,PayPal,Mobile App,North
T0115840,2024-08-04,C002275,Other,35-44,Loyal,P1027,Dress,Clothing,Brand 3,4,103.84,0,415.36,Debit Card,In-Store,East
T0115841,2025-03-28,C024132,Male,45-54,Loyal,P1050,Moisturizer,Beauty,Brand 2,5,96.5,20,386.0,Credit Card,Mobile App,South
T0115842,2024-01-05,C003952,Male,25-34,VIP,P1019,Jeans,Clothing,Brand 1,1,218.81,0,218.81,Cash,Online,East
T0115843,2025-07-23,C007431,Other,45-54,New,P1110,Cookbook,Books,Brand 2,1,43.11,0,43.11,Cash,Online,East
T0115844,2025-11-05,C022906,Male,25-34,Returning,P1084,Dumbbells,Sports,Brand 3,1,36.46,15,30.99,Debit Card,In-Store,North
T0115845,2024-01-04,C002849,Male,45-54,Loyal,P1089,Water Bottle,Sports,Brand 2,1,444.17,20,355.34,PayPal,Online,North
T0115846,2025-08-22,C018856,Female,35-44,New,P1081,Football,Sports,Brand 3,1,432.24,0,432.24,Debit Card,Mobile App,West
T0115847,2025-02-14,C016072,Female,35-44,Loyal,P1110,Cookbook,Books,Brand 2,1,43.11,0,43.11,Gift Card,Mobile App,North
T0115848,2025-02-21,C007229,Other,18-24,Returning,P1102,Doll,Toys,Brand 3,1,320.02,0,320.02,Credit Card,Mobile App,West
T0115849,2025-04-12,C015032,Female,18-24,Loyal,P1067,Cookware Set,Home,Brand 1,5,74.76,0,373.8,PayPal,In-Store,Central
T0115850,2025-01-06,C023112,Female,18-24,Returning,P1091,Puzzle,Toys,Brand 1,4,64.2,0,256.8,PayPal,In-Store,West
T0115851,2025-06-17,C005723,Male,18-24,Returning,P1102,Doll,Toys,Brand 3,1,320.02,20,256.02,PayPal,In-Store,Central
T0115852,2024-05-04,C009373,Female,35-44,Loyal,P1087,Running Shoes,Sports,Brand 3,1,366.16,20,292.93,Credit Card,Mobile App,Central
T0115853,2024-04-10,C003377,Male,35-44,Loyal,P1033,Milk,Groceries,Brand 3,2,37.2,0,74.4,Credit Card,Mobile App,North
T0115854,2024-08-20,C016475,Female,45-54,Loyal,P1106,Novel,Books,Brand 1,2,128.4,15,218.28,PayPal,Online,West
T0115855,2024-08-26,C008970,Male,18-24,Returning,P1035,Bread,Groceries,Brand 2,1,482.99,0,482.99,Cash,Online,East
T0115856,2025-09-09,C002145,Other,55+,Loyal,P1116,Textbook,Books,Brand 2,4,436.37,0,1745.48,Cash,Online,South
T0115857,2024-05-29,C013498,Female,55+,New,P1020,Jeans,Clothing,Brand 2,1,149.16,0,149.16,Gift Card,In-Store,West
T0115858,2024-08-04,C008985,Male,35-44,New,P1118,Children Book,Books,Brand 1,1,97.35,0,97.35,Cash,Online,West
T0115859,2024-08-02,C022803,Female,35-44,New,P1026,Dress,Clothing,Brand 2,1,393.66,5,373.98,Debit Card,Mobile App,South
T0115860,2025-06-08,C021876,Female,25-34,New,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,Debit Card,Online,Central
T0115861,2024-07-27,C000157,Male,18-24,VIP,P1009,Laptop,Electronics,Brand 3,1,302.55,10,272.3,Cash,Mobile App,West
T0115862,2025-12-02,C002543,Male,25-34,New,P1117,Textbook,Books,Brand 3,1,402.82,0,402.82,PayPal,Mobile App,East
T0115863,2024-07-11,C005040,Female,25-34,Returning,P1083,Dumbbells,Sports,Brand 2,2,168.79,25,253.19,PayPal,In-Store,South
T0115864,2025-10-31,C006560,Female,35-44,New,P1067,Cookware Set,Home,Brand 1,1,74.76,10,67.28,Cash,In-Store,East
T0115865,2025-01-22,C022460,Female,25-34,Returning,P1051,Moisturizer,Beauty,Brand 3,1,484.94,0,484.94,PayPal,Mobile App,South
T0115866,2024-04-29,C007634,Male,25-34,VIP,P1054,Lipstick,Beauty,Brand 3,3,447.94,0,1343.82,Gift Card,Online,Central
T0115867,2025-07-24,C002267,Male,55+,VIP,P1083,Dumbbells,Sports,Brand 2,2,168.79,0,337.58,Gift Card,Mobile App,East
T0115868,2024-05-21,C003150,Other,25-34,New,P1096,Toy Car,Toys,Brand 3,2,249.43,5,473.92,Debit Card,In-Store,South
T0115869,2024-01-13,C005538,Other,45-54,New,P1078,Yoga Mat,Sports,Brand 3,1,41.65,0,41.65,Credit Card,Online,West
T0115870,2024-01-18,C004576,Male,25-34,Returning,P1050,Moisturizer,Beauty,Brand 2,1,96.5,5,91.67,Cash,Mobile App,North
T0115871,2025-05-14,C020014,Male,45-54,VIP,P1082,Dumbbells,Sports,Brand 1,2,313.53,10,564.35,Gift Card,In-Store,North
T0115872,2025-09-15,C009342,Female,45-54,Loyal,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95.0,5,90.25,Credit Card,In-Store,South
T0115873,2025-06-20,C011115,Female,55+,New,P1069,Cookware Set,Home,Brand 3,4,41.9,30,117.32,Debit Card,Mobile App,West
T0115874,2024-11-09,C012220,Male,18-24,Returning,P1068,Cookware Set,Home,Brand 2,2,402.09,0,804.18,Credit Card,Mobile App,North
T0115875,2025-02-27,C007220,Female,35-44,Loyal,P1006,Headphones,Electronics,Brand 3,4,82.22,0,328.88,Credit Card,In-Store,East
T0115876,2025-09-17,C009210,Other,25-34,New,P1091,Puzzle,Toys,Brand 1,2,64.2,0,128.4,Credit Card,Mobile App,East
T0115877,2024-10-27,C013238,Male,35-44,Loyal,P1009,Laptop,Electronics,Brand 3,5,302.55,0,1512.75,Credit Card,In-Store,West
T0115878,2024-05-09,C016746,Female,25-34,VIP,P1114,Notebook,Books,Brand 3,1,405.02,10,364.52,Credit Card,Mobile App,Central
T0115879,2025-07-16,C020539,Female,35-44,Loyal,P1053,Lipstick,Beauty,Brand 2,1,470.05,5,446.55,Cash,Mobile App,East
T0115880,2024-02-14,C003321,Male,25-34,VIP,P1091,Puzzle,Toys,Brand 1,1,64.2,5,60.99,PayPal,Online,West
T0115881,2024-04-03,C007814,Other,35-44,New,P1084,Dumbbells,Sports,Brand 3,1,36.46,0,36.46,PayPal,Mobile App,North
T0115882,2025-12-13,C014164,Female,35-44,Returning,P1104,Building Blocks,Toys,Brand 2,4,256.74,0,1026.96,Gift Card,Online,West
T0115883,2024-09-18,C017004,Male,18-24,Returning,P1088,Water Bottle,Sports,Brand 1,1,320.59,10,288.53,Cash,Mobile App,East
T0115884,2024-11-14,C020707,Male,25-34,Returning,P1014,Bluetooth Speaker,Electronics,Brand 2,4,110.11,0,440.44,PayPal,In-Store,North
T0115885,2025-07-13,C018232,Female,35-44,Returning,P1047,Shampoo,Beauty,Brand 2,2,159.3,0,318.6,Debit Card,Online,Central
T0115886,2025-11-17,C015731,Male,45-54,VIP,P1087,Running Shoes,Sports,Brand 3,1,366.16,0,366.16,Cash,In-Store,South
T0115887,2025-09-21,C003779,Male,18-24,Returning,P1080,Football,Sports,Brand 2,1,62.36,0,62.36,Credit Card,Mobile App,Central
T0115888,2025-12-27,C003000,Other,18-24,Returning,P1077,Yoga Mat,Sports,Brand 2,2,386.78,5,734.88,Cash,In-Store,West
T0115889,2024-02-17,C019295,Female,25-34,New,P1023,Jacket,Clothing,Brand 2,1,149.61,10,134.65,Debit Card,In-Store,South
T0115890,2025-01-20,C020974,Male,25-34,VIP,P1029,Sneakers,Clothing,Brand 2,1,298.25,0,298.25,Gift Card,In-Store,North
T0115891,2024-04-03,C011266,Female,35-44,New,P1026,Dress,Clothing,Brand 2,1,393.66,10,354.29,PayPal,Mobile App,South
T0115892,2024-10-06,C018282,Other,45-54,New,P1103,Building Blocks,Toys,Brand 1,1,160.61,25,120.46,Credit Card,Mobile App,East
T0115893,2024-06-02,C013680,Other,45-54,Loyal,P1021,Jeans,Clothing,Brand 3,2,307.87,0,615.74,Gift Card,Mobile App,Central
T0115894,2025-03-06,C005348,Other,18-24,Returning,P1006,Headphones,Electronics,Brand 3,1,82.22,0,82.22,PayPal,Online,East
T0115895,2025-08-16,C022046,Female,25-34,Returning,P1090,Water Bottle,Sports,Brand 3,3,238.75,5,680.44,Cash,Online,Central
T0115896,2024-12-21,C003859,Male,45-54,VIP,P1120,Children Book,Books,Brand 3,2,271.97,0,543.94,PayPal,In-Store,Central
T0115897,2025-04-15,C021192,Other,25-34,Returning,P1041,Coffee,Groceries,Brand 2,1,65.41,0,65.41,Gift Card,In-Store,East
T0115898,2025-03-24,C020578,Other,35-44,VIP,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,Gift Card,Mobile App,East
T0115899,2024-12-11,C018926,Female,18-24,New,P1088,Water Bottle,Sports,Brand 1,1,320.59,10,288.53,PayPal,In-Store,South
T0115900,2024-04-30,C001680,Female,18-24,Loyal,P1038,Rice,Groceries,Brand 2,2,53.35,10,96.03,Credit Card,Mobile App,West
T0115901,2024-07-25,C015959,Other,35-44,Returning,P1061,Bedsheet,Home,Brand 1,1,197.4,0,197.4,Gift Card,Mobile App,East
T0115902,2025-08-26,C003751,Female,25-34,Returning,P1047,Shampoo,Beauty,Brand 2,3,159.3,15,406.22,Debit Card,Online,West
T0115903,2025-03-07,C023086,Female,45-54,Returning,P1009,Laptop,Electronics,Brand 3,1,302.55,0,302.55,Debit Card,Online,North
T0115904,2024-12-02,C024482,Female,35-44,Loyal,P1032,Milk,Groceries,Brand 2,1,89.41,5,84.94,Credit Card,In-Store,Central
T0115905,2025-08-07,C023791,Other,18-24,VIP,P1118,Children Book,Books,Brand 1,1,97.35,10,87.61,Gift Card,Online,North
T0115906,2024-10-17,C015122,Other,25-34,Returning,P1116,Textbook,Books,Brand 2,5,436.37,0,2181.85,Cash,Online,North
T0115907,2025-08-21,C001032,Female,35-44,Returning,P1031,Milk,Groceries,Brand 1,2,305.73,20,489.17,Debit Card,Online,Central
T0115908,2024-06-06,C003403,Male,55+,New,P1022,Jacket,Clothing,Brand 1,1,74.05,0,74.05,PayPal,Mobile App,West
T0115909,2025-05-17,C010078,Female,35-44,Returning,P1114,Notebook,Books,Brand 3,4,405.02,10,1458.07,Gift Card,Mobile App,Central
T0115910,2025-06-07,C022538,Other,25-34,Returning,P1027,Dress,Clothing,Brand 3,1,103.84,0,103.84,Cash,Online,North
T0115911,2024-08-26,C002774,Female,55+,Returning,P1032,Milk,Groceries,Brand 2,2,89.41,0,178.82,Gift Card,Mobile App,South
T0115912,2025-12-12,C015833,Female,45-54,VIP,P1081,Football,Sports,Brand 3,1,432.24,0,432.24,Credit Card,Mobile App,North
T0115913,2024-07-14,C015190,Male,25-34,VIP,P1063,Bedsheet,Home,Brand 3,1,415.23,5,394.47,Debit Card,In-Store,West
T0115914,2024-05-17,C010414,Other,35-44,Returning,P1079,Football,Sports,Brand 1,1,182.44,10,164.2,Gift Card,Online,North
T0115915,2024-09-08,C006418,Other,25-34,VIP,P1019,Jeans,Clothing,Brand 1,1,218.81,10,196.93,Credit Card,Mobile App,West
T0115916,2024-09-16,C019902,Other,45-54,Returning,P1001,Smartphone,Electronics,Brand 1,1,190.4,0,190.4,Gift Card,Mobile App,Central
T0115917,2025-05-20,C014527,Female,45-54,VIP,P1005,Headphones,Electronics,Brand 2,5,82.23,20,328.92,Cash,In-Store,North
T0115918,2024-12-19,C020068,Female,25-34,Loyal,P1043,Cereal,Groceries,Brand 1,1,22.02,0,22.02,PayPal,Mobile App,South
T0115919,2025-06-26,C005600,Female,45-54,New,P1104,Building Blocks,Toys,Brand 2,1,256.74,20,205.39,Debit Card,Mobile App,South
T0115920,2024-08-30,C023347,Male,18-24,Loyal,P1105,Building Blocks,Toys,Brand 3,1,454.25,0,454.25,PayPal,Online,Central
T0115921,2025-12-12,C011470,Male,45-54,Returning,P1047,Shampoo,Beauty,Brand 2,1,159.3,10,143.37,PayPal,Mobile App,East
T0115922,2024-07-25,C012071,Other,55+,VIP,P1003,Smartphone,Electronics,Brand 3,3,367.34,0,1102.02,Gift Card,Mobile App,West
T0115923,2024-05-01,C003267,Male,35-44,VIP,P1034,Bread,Groceries,Brand 1,2,474.7,0,949.4,PayPal,In-Store,West
T0115924,2025-08-25,C017387,Female,35-44,Loyal,P1050,Moisturizer,Beauty,Brand 2,2,96.5,25,144.75,Cash,Online,North
T0115925,2025-02-02,C015535,Other,45-54,Returning,P1064,Lamp,Home,Brand 1,1,181.59,30,127.11,Debit Card,Online,North
T0115926,2025-02-16,C001958,Female,18-24,VIP,P1037,Rice,Groceries,Brand 1,1,155.78,15,132.41,Debit Card,In-Store,West
T0115927,2024-10-06,C008574,Other,55+,Loyal,P1114,Notebook,Books,Brand 3,1,405.02,25,303.76,Debit Card,Online,East
T0115928,2025-05-26,C023639,Male,45-54,Loyal,P1009,Laptop,Electronics,Brand 3,2,302.55,0,605.1,Debit Card,Mobile App,West
T0115929,2024-09-18,C022688,Other,55+,Loyal,P1101,Doll,Toys,Brand 2,1,20.56,0,20.56,PayPal,In-Store,East
T0115930,2024-12-27,C003996,Male,55+,New,P1095,Toy Car,Toys,Brand 2,1,386.63,5,367.3,Credit Card,Online,South
T0115931,2025-03-06,C008878,Female,25-34,VIP,P1086,Running Shoes,Sports,Brand 2,1,165.97,20,132.78,PayPal,Online,East
T0115932,2025-04-06,C017566,Male,55+,New,P1074,Towel,Home,Brand 2,4,408.65,0,1634.6,Cash,In-Store,West
T0115933,2024-03-05,C020392,Female,35-44,VIP,P1086,Running Shoes,Sports,Brand 2,1,165.97,0,165.97,Debit Card,Online,North
T0115934,2025-11-17,C006749,Other,35-44,VIP,P1092,Puzzle,Toys,Brand 2,1,358.06,5,340.16,Gift Card,In-Store,Central
T0115935,2024-06-22,C002615,Other,18-24,Returning,P1093,Puzzle,Toys,Brand 3,5,381.59,0,1907.95,Gift Card,Online,North
T0115936,2025-02-22,C008265,Other,25-34,New,P1008,Laptop,Electronics,Brand 2,1,433.76,5,412.07,Debit Card,Online,South
T0115937,2025-06-30,C017904,Male,25-34,Returning,P1052,Lipstick,Beauty,Brand 1,2,388.69,10,699.64,Credit Card,Online,South
T0115938,2024-07-11,C018516,Male,45-54,Loyal,P1102,Doll,Toys,Brand 3,5,320.02,0,1600.1,Cash,Mobile App,Central
T0115939,2024-07-29,C005001,Other,35-44,VIP,P1053,Lipstick,Beauty,Brand 2,4,470.05,0,1880.2,Debit Card,Mobile App,East
T0115940,2024-05-04,C002694,Male,35-44,VIP,P1103,Building Blocks,Toys,Brand 1,4,160.61,20,513.95,PayPal,Mobile App,North
T0115941,2025-05-26,C015367,Male,25-34,VIP,P1109,Cookbook,Books,Brand 1,1,118.26,0,118.26,Debit Card,Online,North
T0115942,2025-04-27,C010410,Female,18-24,Returning,P1105,Building Blocks,Toys,Brand 3,3,454.25,30,953.92,Gift Card,Online,South
T0115943,2024-12-22,C016252,Male,35-44,Loyal,P1082,Dumbbells,Sports,Brand 1,1,313.53,0,313.53,Credit Card,Mobile App,East
T0115944,2024-02-02,C019937,Male,25-34,Loyal,P1017,T-Shirt,Clothing,Brand 2,1,155.6,0,155.6,Credit Card,Online,Central
T0115945,2024-03-14,C022644,Female,25-34,Returning,P1076,Yoga Mat,Sports,Brand 1,1,365.86,0,365.86,Gift Card,Mobile App,East
T0115946,2025-09-20,C009299,Female,35-44,New,P1109,Cookbook,Books,Brand 1,2,118.26,0,236.52,Gift Card,Online,North
T0115947,2025-09-10,C002825,Male,25-34,VIP,P1001,Smartphone,Electronics,Brand 1,2,190.4,0,380.8,Gift Card,Mobile App,South
T0115948,2025-06-16,C008054,Female,25-34,VIP,P1047,Shampoo,Beauty,Brand 2,1,159.3,0,159.3,Debit Card,Mobile App,East
T0115949,2025-02-21,C007903,Other,25-34,Loyal,P1013,Bluetooth Speaker,Electronics,Brand 1,4,417.06,10,1501.42,Cash,Online,Central
T0115950,2024-07-03,C010789,Other,25-34,VIP,P1002,Smartphone,Electronics,Brand 2,5,475.6,0,2378.0,Gift Card,Mobile App,Central
T0115951,2024-03-28,C022087,Female,45-54,Loyal,P1060,Sunscreen,Beauty,Brand 3,1,166.04,25,124.53,Debit Card,In-Store,West
T0115952,2025-02-18,C012929,Male,55+,Loyal,P1117,Textbook,Books,Brand 3,2,402.82,0,805.64,Debit Card,Mobile App,Central
T0115953,2025-07-03,C002942,Other,55+,Loyal,P1047,Shampoo,Beauty,Brand 2,2,159.3,0,318.6,Credit Card,Mobile App,Central
T0115954,2025-11-05,C024031,Other,45-54,Returning,P1094,Toy Car,Toys,Brand 1,2,282.83,0,565.66,Gift Card,Mobile App,North
T0115955,2025-09-21,C023656,Male,45-54,VIP,P1068,Cookware Set,Home,Brand 2,1,402.09,30,281.46,Gift Card,Mobile App,East
T0115956,2024-02-05,C012073,Female,18-24,Returning,P1071,Storage Box,Home,Brand 2,1,387.26,0,387.26,Cash,Mobile App,Central
T0115957,2025-09-28,C000567,Male,18-24,VIP,P1067,Cookware Set,Home,Brand 1,1,74.76,0,74.76,Credit Card,Online,East
T0115958,2024-04-24,C003434,Other,55+,VIP,P1043,Cereal,Groceries,Brand 1,2,22.02,0,44.04,PayPal,In-Store,Central
T0115959,2024-06-04,C022624,Other,35-44,Returning,P1010,Smartwatch,Electronics,Brand 1,1,355.5,5,337.72,Credit Card,In-Store,Central
T0115960,2024-12-12,C006366,Other,35-44,Returning,P1027,Dress,Clothing,Brand 3,1,103.84,5,98.65,Gift Card,In-Store,East
T0115961,2024-01-17,C021100,Other,45-54,New,P1047,Shampoo,Beauty,Brand 2,2,159.3,5,302.67,PayPal,In-Store,East
T0115962,2025-12-28,C001022,Male,18-24,Loyal,P1091,Puzzle,Toys,Brand 1,1,64.2,0,64.2,Gift Card,Mobile App,South
T0115963,2024-10-15,C016071,Male,18-24,Returning,P1053,Lipstick,Beauty,Brand 2,1,470.05,0,470.05,Credit Card,Online,North
T0115964,2025-07-16,C005889,Male,55+,Returning,P1066,Lamp,Home,Brand 3,1,273.63,20,218.9,Cash,Online,South
T0115965,2024-05-25,C020044,Female,18-24,New,P1120,Children Book,Books,Brand 3,5,271.97,0,1359.85,Cash,Online,Central
T0115966,2025-05-07,C019696,Female,55+,Loyal,P1010,Smartwatch,Electronics,Brand 1,2,355.5,0,711.0,Credit Card,Mobile App,East
T0115967,2025-01-21,C008729,Other,18-24,VIP,P1016,T-Shirt,Clothing,Brand 1,1,95.79,0,95.79,Cash,Online,Central
T0115968,2025-11-06,C003249,Female,35-44,New,P1087,Running Shoes,Sports,Brand 3,2,366.16,30,512.62,PayPal,Mobile App,West
T0115969,2025-02-21,C017095,Female,35-44,VIP,P1014,Bluetooth Speaker,Electronics,Brand 2,2,110.11,0,220.22,Debit Card,Online,North
T0115970,2025-11-10,C019698,Other,55+,VIP,P1103,Building Blocks,Toys,Brand 1,1,160.61,0,160.61,Credit Card,Mobile App,Central
T0115971,2025-08-12,C002991,Female,55+,Returning,P1016,T-Shirt,Clothing,Brand 1,1,95.79,5,91.0,Debit Card,Online,East
T0115972,2025-01-20,C020923,Male,45-54,Loyal,P1058,Sunscreen,Beauty,Brand 1,1,102.01,0,102.01,Gift Card,Mobile App,South
T0115973,2025-06-03,C006266,Other,55+,Loyal,P1112,Notebook,Books,Brand 1,5,84.8,0,424.0,PayPal,Online,South
T0115974,2024-03-04,C022367,Male,45-54,Loyal,P1084,Dumbbells,Sports,Brand 3,2,36.46,5,69.27,Credit Card,Online,West
T0115975,2025-03-05,C016026,Male,18-24,New,P1078,Yoga Mat,Sports,Brand 3,1,41.65,0,41.65,Gift Card,Online,Central
T0115976,2024-08-18,C022856,Male,45-54,Returning,P1024,Jacket,Clothing,Brand 3,3,186.35,10,503.14,Gift Card,In-Store,South
T0115977,2024-06-30,C000092,Male,45-54,New,P1037,Rice,Groceries,Brand 1,1,155.78,20,124.62,Cash,Online,East
T0115978,2024-08-27,C007207,Other,35-44,Loyal,P1093,Puzzle,Toys,Brand 3,3,381.59,0,1144.77,Credit Card,In-Store,North
T0115979,2024-01-19,C002583,Other,55+,VIP,P1014,Bluetooth Speaker,Electronics,Brand 2,2,110.11,0,220.22,Debit Card,Online,Central
T0115980,2024-06-03,C011286,Other,35-44,New,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,Cash,In-Store,South
T0115981,2024-08-31,C006498,Male,35-44,VIP,P1053,Lipstick,Beauty,Brand 2,2,470.05,0,940.1,Credit Card,Online,South
T0115982,2025-11-04,C012884,Female,18-24,Returning,P1074,Towel,Home,Brand 2,1,408.65,15,347.35,Debit Card,Mobile App,North
T0115983,2025-06-19,C016675,Male,18-24,Loyal,P1066,Lamp,Home,Brand 3,2,273.63,0,547.26,PayPal,Online,North
T0115984,2024-10-17,C015801,Male,35-44,Loyal,P1025,Dress,Clothing,Brand 1,2,230.75,0,461.5,Debit Card,Mobile App,West
T0115985,2025-08-22,C022958,Female,25-34,New,P1114,Notebook,Books,Brand 3,1,405.02,15,344.27,Cash,Mobile App,North
T0115986,2024-08-28,C001052,Male,45-54,Returning,P1039,Rice,Groceries,Brand 3,1,343.7,0,343.7,Debit Card,In-Store,East
T0115987,2025-07-13,C015118,Male,35-44,New,P1062,Bedsheet,Home,Brand 2,1,139.32,15,118.42,Credit Card,Mobile App,East
T0115988,2025-01-12,C004632,Male,35-44,VIP,P1006,Headphones,Electronics,Brand 3,1,82.22,5,78.11,Gift Card,Mobile App,West
T0115989,2024-10-08,C020497,Other,18-24,Loyal,P1111,Cookbook,Books,Brand 3,1,148.43,0,148.43,PayPal,Mobile App,West
T0115990,2025-08-23,C015735,Male,55+,Returning,P1086,Running Shoes,Sports,Brand 2,1,165.97,0,165.97,Credit Card,Online,East
T0115991,2024-01-11,C002546,Other,45-54,VIP,P1007,Laptop,Electronics,Brand 1,1,33.75,0,33.75,Debit Card,In-Store,South
T0115992,2024-02-11,C016945,Female,25-34,Returning,P1021,Jeans,Clothing,Brand 3,2,307.87,0,615.74,PayPal,In-Store,Central
T0115993,2024-09-14,C014954,Female,45-54,Loyal,P1066,Lamp,Home,Brand 3,1,273.63,5,259.95,Debit Card,Online,Central
T0115994,2025-09-19,C013084,Female,35-44,Returning,P1057,Perfume,Beauty,Brand 3,2,48.8,0,97.6,Debit Card,Mobile App,East
T0115995,2024-12-12,C000811,Male,18-24,New,P1063,Bedsheet,Home,Brand 3,5,415.23,0,2076.15,Debit Card,Online,Central
T0115996,2025-11-21,C019828,Male,55+,New,P1071,Storage Box,Home,Brand 2,1,387.26,0,387.26,PayPal,In-Store,North
T0115997,2025-12-25,C001658,Male,45-54,Loyal,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,Credit Card,In-Store,East
T0115998,2025-01-24,C021100,Other,18-24,VIP,P1018,T-Shirt,Clothing,Brand 3,1,264.75,10,238.28,Debit Card,Mobile App,Central
T0115999,2024-03-11,C017532,Male,25-34,New,P1118,Children Book,Books,Brand 1,1,97.35,5,92.48,Credit Card,Mobile App,Central
T0116000,2025-12-05,C011487,Other,35-44,New,P1114,Notebook,Books,Brand 3,4,405.02,0,1620.08,Debit Card,Mobile App,Central
T0116001,2025-05-24,C010500,Male,55+,Loyal,P1094,Toy Car,Toys,Brand 1,2,282.83,0,565.66,PayPal,In-Store,South
T0116002,2024-08-09,C012360,Other,55+,Loyal,P1035,Bread,Groceries,Brand 2,1,482.99,0,482.99,Credit Card,Mobile App,West
T0116003,2024-04-26,C000906,Female,45-54,VIP,P1030,Sneakers,Clothing,Brand 3,4,27.99,15,95.17,PayPal,Online,Central
T0116004,2024-08-22,C000044,Male,55+,New,P1024,Jacket,Clothing,Brand 3,1,186.35,0,186.35,Cash,In-Store,North
T0116005,2025-08-11,C007275,Other,55+,Loyal,P1046,Shampoo,Beauty,Brand 1,1,332.95,0,332.95,Debit Card,In-Store,South
T0116006,2025-09-27,C000482,Male,25-34,VIP,P1098,Board Game,Toys,Brand 2,1,216.63,25,162.47,PayPal,Online,South
T0116007,2025-10-14,C021691,Female,35-44,Loyal,P1080,Football,Sports,Brand 2,1,62.36,0,62.36,Credit Card,Mobile App,East
T0116008,2025-03-05,C007871,Female,25-34,VIP,P1107,Novel,Books,Brand 2,2,208.14,5,395.47,Cash,Online,West
T0116009,2025-09-01,C011505,Female,35-44,Returning,P1095,Toy Car,Toys,Brand 2,1,386.63,0,386.63,Gift Card,In-Store,Central
T0116010,2024-07-05,C000753,Other,18-24,Loyal,P1017,T-Shirt,Clothing,Brand 2,2,155.6,0,311.2,Cash,Online,South
T0116011,2024-04-10,C012302,Other,55+,Returning,P1119,Children Book,Books,Brand 2,1,446.82,0,446.82,Debit Card,Mobile App,South
T0116012,2024-08-23,C012170,Other,45-54,VIP,P1043,Cereal,Groceries,Brand 1,3,22.02,25,49.55,PayPal,Online,South
T0116013,2025-02-05,C015693,Male,35-44,VIP,P1102,Doll,Toys,Brand 3,1,320.02,0,320.02,Debit Card,In-Store,Central
